Transaction ID,Transaction Amount,Transaction Date,Merchant Name,MCC,Customer ID,Customer Age,Customer Gender,Customer Location,Transaction Type,Device Info,IP Address,Transaction Currency,Transaction Frequency,Fraudulent
3d5c48c5-e61e-458b-90a9-274315119377,267.54,02-06-2023 18:53,"Bush, Kelly and Garcia",5411,a1d50762-97e0-48b0-a01c-9157ef5396b8,42,Male,Lake Edwardshire,Credit,Opera/8.97.(X11; Linux i686; kn-IN) Presto/2.9.189 Version/11.00,223.114.109.90,USD,28,0
827517ce-1091-4e08-8aa4-209d0351d539,816.77,25-02-2024 01:44,Smith-Johnson,5912,43b29e1b-c100-4c9a-abc9-e3120e02a6b2,40,Female,Anthonystad,Debit,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/30.0.853.0 Safari/534.1",217.141.17.23,USD,14,0
2dacc504-576c-4e96-a5bb-c70c2efca518,728.82,17-02-2024 17:05,Santos Group,5814,b0854531-842a-47ff-ad82-8ba6047ab8ee,45,Male,New Patrickfurt,Credit,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/5.1),82.3.199.221,GBP,26,0
8b4d695a-3407-4e45-83b3-c33ecb25a63a,255.47,19-07-2023 21:52,"House, Rodriguez and Carter",5912,7d10afb2-8442-4805-ab7b-69e79dc23504,18,Male,North Jonathan,Credit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.0),133.181.246.166,EUR,21,0
1827c553-8ded-4cd2-b54c-025482b93f3d,507.62,10-02-2024 22:55,Nelson Ltd,5912,8c9d261d-6f83-46f1-9c9b-762aaa934966,38,Female,South Michael,Online Transfer,Opera/8.16.(Windows 98; Win 9x 4.90; ko-KR) Presto/2.9.181 Version/12.00,2.162.56.223,EUR,20,0
13a5bcca-4db0-4a0f-9ecb-513b5493497e,61066,27-01-2024 13:59,Sullivan Inc,5912,e41c7350-3473-4529-b163-a5189a2f664a,61,Male,New Stephanie,Online Transfer,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.27.4 (KHTML, like Gecko) Version/5.0.4 Safari/534.27.4",186.188.69.154,EUR,28,0
05c59789-c947-4e5d-8188-db6991d460dc,611.66,15-07-2023 23:31,Dawson LLC,5411,eda3b9c1-17a7-4295-9e1a-30f525c5036a,47,Female,North Tammy,Online Transfer,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_5 rv:3.0; gl-ES) AppleWebKit/532.8.5 (KHTML, like Gecko) Version/5.1 Safari/532.8.5",57.239.5.72,GBP,29,0
7a32f760-7466-44d2-8151-ac16f8365ccc,718.63,13-11-2023 09:54,"Mccoy, Donaldson and Barron",5912,31da68e8-833e-4b11-8225-3bfcf224bf61,49,Female,West Stacey,Debit,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/4.1),89.234.119.218,USD,8,0
7dae7eb6-913e-42fd-81fd-b04eacff1b02,259.93,05-11-2023 21:53,Martin-Rogers,5812,69c29b34-6491-4a67-b7df-758a14c3a96e,71,Female,New Alyssa,Online Transfer,Mozilla/5.0 (Windows NT 5.01; br-FR; rv:1.9.2.20) Gecko/4365-12-23 18:20:07 Firefox/3.8,38.78.26.147,EUR,4,0
b2b3a521-7707-4ceb-a697-51515018fd12,416.36,10-07-2023 20:26,Wagner Inc,5812,c0456d0b-3d95-46c4-afa9-17639746a396,71,Female,South Chelseachester,Credit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.1),104.93.97.139,GBP,2,0
cbbb1e99-8b42-4cb3-a21b-815f16c99517,724.46,19-06-2023 08:39,Kim LLC,5912,13e55146-ac36-4bf7-8043-e0453db17f8b,76,Male,Perkinschester,Online Transfer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/5.0),206.169.126.85,GBP,4,0
9fe5b2f4-b70a-4d3c-a531-9bbc5589520d,835.08,26-05-2023 09:00,"Shaffer, Torres and Thomas",5912,b338e869-aec3-4df1-98fa-88bfcbf9b1ec,19,Male,Bethville,Credit,Opera/8.10.(Windows NT 5.1; dv-MV) Presto/2.9.177 Version/11.00,87.149.235.168,USD,26,0
95ecdc02-1f81-4cd0-b82c-49c9a781af69,781.45,01-08-2023 21:37,"Woods, Mullins and Little",5411,953bd955-4db7-4417-89a0-cc4e00f93749,66,Male,Port Sarahstad,Debit,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.1; Trident/4.1),151.129.115.68,USD,12,0
c0757932-3f52-46bc-8283-6f8f792ec75d,53819,18-07-2023 06:25,Smith-Salas,5812,4f7a9e5a-0ff0-47ab-bc62-741c7d59f615,26,Female,Andersonchester,Online Transfer,Opera/9.27.(X11; Linux x86_64; eu-FR) Presto/2.9.187 Version/11.00,142.68.14.198,USD,2,0
7c176b72-2787-44ef-9d20-c574b48bf277,465.57,29-03-2024 16:54,"Shelton, Roy and Perry",5814,b12dd5f5-15e1-402a-9e9e-4f9b0d24621b,67,Female,New Tonyashire,Debit,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 11.0; Trident/4.0),144.138.11.154,GBP,10,0
6f156de3-d393-4d26-b9e7-11ded1fbbbdb,778.01,03-06-2023 06:04,Ford-Keller,5812,c843edff-cd11-4f4a-b62f-0762f081dee4,79,Female,West Jeffrey,Debit,Opera/8.49.(X11; Linux i686; lg-UG) Presto/2.9.189 Version/10.00,84.74.230.175,GBP,4,0
043e4516-4641-4096-89e1-5353de6d1bdf,928.96,20-05-2023 18:39,Hill Ltd,5999,cf37d332-9bc7-4201-9360-c4ac15720702,61,Female,Jonesbury,Credit,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/4.0),23.46.28.100,GBP,14,0
b7fa00aa-144a-43df-878e-c7a354ae331a,76.92,07-02-2024 09:34,"Lopez, Pineda and Collins",5812,3f2fb8f0-7356-4697-97e6-4ff275e82321,24,Female,West Mitchellmouth,Online Transfer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; br-FR) AppleWebKit/532.20.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6532.20.6",32.172.234.84,GBP,16,0
de87e0c3-87fe-489e-97f8-9a51f5100da5,337.06,03-03-2024 08:34,Bowen-Bryant,5912,935ff623-ac22-450c-85c0-a9adbff11c49,72,Female,Steeleshire,Debit,Mozilla/5.0 (Windows CE; ka-GE; rv:1.9.2.20) Gecko/2165-01-11 12:49:36 Firefox/3.8,49.171.179.97,EUR,8,0
f7e09af5-b1b6-443b-a681-5d53a1827ab9,448.73,07-12-2023 22:09,Nash-Garcia,5411,8d6e8267-5a08-42b3-a21b-90e5a1e22708,23,Female,Michellemouth,Debit,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/3795-09-12 20:57:21 Firefox/14.0,13.7.180.130,EUR,18,0
abf87752-4151-4f64-82b8-d6072dfb6298,307.32,02-11-2023 08:27,Cherry LLC,5812,21d8cff4-27cc-497f-9dbd-7ed8ba0573b7,25,Male,Parkbury,Credit,Opera/9.29.(Windows NT 5.2; ig-NG) Presto/2.9.175 Version/11.00,17.227.247.11,USD,24,0
f1834ac0-5241-43be-8c30-8f2690f40324,86393,26-07-2023 04:43,Hernandez-Floyd,5812,0bada723-8c77-4a58-a690-445a80b62bb3,37,Male,Justinland,Online Transfer,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_6; rv:1.9.3.20) Gecko/8230-01-03 08:20:20 Firefox/4.0,63.151.214.228,GBP,25,0
9569f6b0-2404-482e-898b-dd88cb84c870,86.1,18-06-2023 12:52,Sims Ltd,5812,e3c50d01-8b3b-44ea-80fb-0899f26ac5af,25,Female,South Brian,Online Transfer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; om-ET) AppleWebKit/531.41.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6531.41.4",5.33.30.61,GBP,9,0
4373fbd1-d09f-4438-a953-5ace2d6e97fa,306.07,22-08-2023 20:36,Cabrera-Neal,5999,c3a090b9-2543-42af-9da0-790f92dfe463,21,Male,New Christopherstad,Debit,Opera/8.64.(X11; Linux i686; ja-JP) Presto/2.9.173 Version/11.00,35.72.212.204,GBP,15,0
3e1a5820-c4d4-45e5-a6fe-470e67c79fe0,265.38,26-08-2023 12:07,Sanchez and Sons,5411,8269138d-bc27-4ec6-9b5e-3cac0d8c66da,28,Male,Ivanport,Debit,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/41.0.846.0 Safari/531.2",215.74.11.234,GBP,13,0
a366ff3c-0c91-466e-a828-57a6b686e82f,36942,19-12-2023 15:45,Perez Group,5912,8f9b4224-085c-45c6-a350-673a1322429f,46,Female,Pattersonchester,Credit,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/15.0.835.0 Safari/533.0",212.74.114.223,USD,1,0
7c37a329-a7de-4c6f-aa5e-f1e73567b26d,288.82,13-07-2023 18:56,Hancock-Washington,5814,02a6849a-a803-4561-9483-1a48276d6ed6,62,Female,Lake Jill,Debit,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.0),201.21.26.100,GBP,25,0
6ff8fc22-f3c3-477c-b67b-73e9302e00ea,923.99,29-06-2023 02:39,"Martin, Mendoza and Nicholson",5999,137ed2ed-935d-4ff8-9301-7eac528079c1,60,Male,Karenmouth,Credit,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_3 rv:5.0; crh-UA) AppleWebKit/534.16.4 (KHTML, like Gecko) Version/5.0 Safari/534.16.4",84.199.241.92,USD,7,0
2d22034e-ca5e-4b6c-8d73-a7a7f23ebf6e,647.99,02-05-2024 11:04,Brock Group,5814,53af02ae-8492-4857-a20f-a6bd7ed92f7c,70,Male,Hernandezside,Debit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; yue-HK) AppleWebKit/534.25.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6534.25.6",8.206.138.101,USD,9,0
f9a3e80c-dffd-49d0-a6ca-c0b156bf0f27,27571,07-04-2024 20:50,"Wilkins, Peterson and Jenkins",5812,6d93dca3-86cb-4f01-a06f-7c0054ca0369,79,Male,Samanthaberg,Online Transfer,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/3.1),195.82.245.133,EUR,8,0
73ef0584-a8d3-46c4-8db9-eccd7771933b,416.07,16-08-2023 03:07,Harrell-Guzman,5912,166399eb-8562-411a-b440-775b381de156,80,Female,North Joseph,Debit,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.885.0 Safari/535.1",149.185.10.213,EUR,10,0
9d3de609-b09f-4651-92ca-420eeb4a71fe,345.78,26-11-2023 03:25,Mendez-Winters,5999,d25dcd2e-cfc3-46ef-90ab-03b09715ddce,66,Female,Lake Elizabeth,Credit,Opera/8.65.(Windows NT 5.01; sc-IT) Presto/2.9.183 Version/10.00,162.62.130.61,EUR,28,0
b30d0ca4-b101-4d65-acd0-98db2f4415e4,980.79,03-03-2024 03:12,Baker-Mitchell,5812,e1793d10-b7f4-461e-a96b-d426d6672848,54,Female,Brianfurt,Debit,Mozilla/5.0 (compatible; MSIE 6.0; Windows CE; Trident/4.0),184.52.105.8,EUR,7,0
f95778ab-4462-4fe7-845b-daaefa71863a,318.86,30-11-2023 06:55,Foster-Henry,5912,f11e529d-8130-4762-b598-1e5b537789aa,63,Female,East Troy,Credit,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_5; rv:1.9.3.20) Gecko/6207-10-07 08:18:35 Firefox/7.0,112.83.59.213,GBP,9,0
fc0c0d71-4bd7-48ce-b9b1-006e8724179a,495.83,16-01-2024 16:16,Johnson-Turner,5411,939a169c-9d30-48c4-a2b0-6d2ab57c295f,26,Female,South Robert,Debit,Mozilla/5.0 (Windows NT 5.0; tk-TM; rv:1.9.2.20) Gecko/3875-11-18 01:08:40 Firefox/3.6.20,95.59.98.141,EUR,8,0
d4078d62-e048-4bde-a1f5-e329d7dee330,526.43,10-09-2023 06:10,Alexander Inc,5912,4a22e3b5-9490-4604-b041-5e738a9b926b,18,Male,Lindseyshire,Credit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 11.0; Trident/4.0),106.2.158.149,GBP,12,0
afc97ea1-0aea-467a-8096-3f8b3c80afa4,997.43,25-04-2024 03:47,Oliver Inc,5411,16e1f2c7-3236-4884-bb5a-423b63888d06,45,Male,Gonzalezport,Online Transfer,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/20.0.848.0 Mobile/29W487 Safari/531.2",84.90.193.161,GBP,23,0
d32e7267-4b10-4701-8049-3331f1d70f06,8323,02-02-2024 13:56,Gray-Brown,5814,e8ee4d87-0cce-44ca-9170-a7c1b3f14a51,75,Male,South Brendamouth,Debit,Mozilla/5.0 (Android 4.4.1; Mobile; rv:54.0) Gecko/54.0 Firefox/54.0,192.143.199.130,EUR,23,0
612d8150-6dfd-4847-8ecc-e1125833825f,460.11,11-04-2024 06:52,"Scott, Kane and Sims",5411,1f500cc0-759d-4a31-a385-4ea756918325,75,Female,Sarahberg,Credit,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/3408-10-20 12:03:32 Firefox/3.6.11,219.110.161.152,GBP,12,0
e75feca5-f1aa-4b20-838b-735474bbbc76,457.38,04-08-2023 17:04,Gonzales-Patrick,5814,fd45ac44-d5a9-49c6-8966-ed0a7ed57196,30,Female,Port Tracy,Credit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/3.1),203.38.18.173,USD,22,0
1edb2350-f38a-418a-bb18-9c0bdf5d652a,381.98,28-05-2023 22:05,Schultz-Glenn,5814,582e87c0-2bc4-4a62-a145-c6eeb566d29b,54,Female,Hutchinsonbury,Online Transfer,Opera/8.30.(Windows NT 6.1; mr-IN) Presto/2.9.189 Version/11.00,51.113.20.140,EUR,27,0
b6e1e34b-fa41-4bd9-a363-581272cfb8c5,977.97,14-01-2024 05:36,Brown-Parker,5912,884708ee-9560-4a1c-bb84-0914490acf5f,35,Male,South Nicole,Online Transfer,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/8621-07-26 09:49:11 Firefox/3.6.20,59.152.180.232,GBP,3,0
e10b9828-662d-4e7d-90f6-23c5c025c3d8,219.79,16-07-2023 01:32,"Rogers, Mercado and Scott",5812,5f65fe0b-d2c4-467b-ae93-e22732aafb62,57,Female,Juliemouth,Online Transfer,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 11.0; Trident/4.1),108.243.183.2,GBP,3,0
b5de8a98-1849-42c4-9880-5269d9bd7be8,670.82,11-05-2024 13:19,"Smith, Chavez and Salinas",5999,2ba0a278-3dde-40ac-8692-c77fd4b99e42,44,Male,North Robert,Credit,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.1),39.242.241.19,GBP,9,0
